id,mahalle,fiyat,brut,net,kat,bina_kat,banyo_sayi,isitma,oda_sayisi,site_ici,tarih,bina_yasi,balkon,asansor,cephe_K,cephe_B,cephe_D,cephe_G,deniz_man,nizam,longitude,latitude
832,Akkent,370000,175,142,8,9,1,0,2,1,2021/09/08,9,0,0,0,0,1,0,1,0,34.556,36.772
833,Akkent,425000,130,100,3,4,1,1,1,1,2021/09/09,6,0,0,0,0,0,1,1,0,34.556,36.771
834,Akkent,319000,200,150,1,3,1,0,2,1,2021/09/02,9,0,1,1,0,0,1,1,1,34.557,36.771
835,Akkent,345000,130,105,1,4,1,0,1,1,2021/08/28,3,0,0,1,1,0,0,1,0,34.559,36.774
836,Akkent,346000,95,80,7,7,1,0,1,1,2021/09/06,2,0,0,1,1,1,0,1,0,34.557,36.774
837,Akkent,450000,120,100,3,11,1,1,1,0,2021/08/26,3,0,0,0,1,0,0,1,0,34.555,36.773
838,Akkent,330000,100,70,4,5,1,1,0,1,2021/08/23,2,0,0,0,0,1,1,1,0,34.555,36.773
839,Akkent,425000,125,90,3,4,1,1,1,0,2021/09/07,6,0,0,0,0,0,1,1,0,34.555,36.774
840,Akkent,390000,170,140,9,10,1,0,2,0,2021/08/28,8,0,0,0,0,1,0,1,0,34.559,36.775
841,Akkent,330000,75,55,4,5,1,0,0,1,2021/08/31,3,0,0,0,0,1,1,1,0,34.554,36.774
842,Akkent,355000,120,119,2,5,2,1,1,0,2021/08/30,4,0,0,1,0,1,0,1,0,34.555,36.774
843,Akkent,550000,175,140,11,11,1,1,2,0,2021/08/25,6,0,0,1,0,1,0,0,0,34.555,36.775
844,Akkent,900000,190,160,3,14,2,1,2,0,2021/08/16,2,0,0,0,0,1,0,1,0,34.555,36.775
845,Akkent,650000,170,150,14,14,2,1,2,1,2021/08/31,6,0,0,0,1,0,0,1,0,34.551,36.771
846,Akkent,265000,60,55,1,12,1,1,0,0,2021/08/13,6,0,0,1,1,1,0,1,0,34.551,36.772
847,Akkent,1600000,220,195,12,29,2,2,2,0,2021/08/19,0,0,0,0,1,0,0,0,0,34.550,36.773
848,Akkent,1350000,240,190,14,15,2,1,3,0,2021/09/08,6,0,0,0,1,0,0,1,0,34.550,36.773
849,Akkent,760000,220,175,1,10,2,2,3,0,2021/09/01,2,0,0,1,0,0,0,1,0,34.548,36.775
850,Akkent,420000,138,105,1,6,1,1,1,1,2021/08/18,4,0,0,0,0,1,0,1,0,34.549,36.775
851,Akkent,435000,120,119,3,11,1,1,1,0,2021/08/13,3,0,0,0,0,1,0,0,0,34.550,36.775
852,Akkent,403000,120,100,1,4,1,1,1,0,2021/08/27,4,0,0,0,1,0,1,1,0,34.550,36.775
853,Akkent,450000,105,90,3,11,1,1,1,1,2021/09/07,6,0,0,0,1,0,0,1,0,34.550,36.776
854,Akkent,875000,200,150,3,8,2,1,3,0,2021/09/01,6,0,0,0,1,0,0,1,0,34.552,36.776
855,Akkent,480000,116,90,1,1,1,1,1,1,2021/09/02,1,0,1,0,0,1,1,1,0,34.554,36.777
856,Akkent,765000,165,130,2,5,2,1,2,0,2021/09/01,4,0,0,0,0,0,0,1,0,34.552,36.778
857,Akkent,750000,175,143,1,8,2,1,2,1,2021/09/10,6,0,0,,,,,,,34.549,36.776
858,Akkent,510000,115,100,3,13,2,2,1,0,2021/09/01,0,0,0,0,0,0,0,1,0,34.549,36.776
859,Akkent,890000,190,180,9,9,2,1,2,1,2021/09/09,6,0,0,0,0,0,0,1,0,34.548,36.776
860,Akkent,300000,65,55,7,12,1,0,0,0,2021/09/07,6,0,0,0,1,1,1,1,0,34.549,36.777
861,Akkent,899000,180,170,15,15,2,1,2,1,2021/07/28,6,0,0,0,1,0,0,0,0,34.550,36.778
862,Akkent,730000,165,130,6,11,2,1,2,0,2021/08/25,6,0,0,0,1,0,0,1,0,34.551,36.778
863,Akkent,330000,120,100,2,4,1,0,1,0,2021/08/27,4,0,0,1,0,1,0,1,0,34.550,36.778
864,Akkent,2400000,450,400,21,22,4,1,5,0,2021/09/05,4,0,0,0,1,0,0,0,0,34.555,36.777
865,Akkent,770000,220,160,1,15,2,1,3,0,2021/09/06,6,0,0,0,0,1,0,1,0,34.551,36.778
866,Akkent,1250000,250,175,12,15,2,2,3,1,2021/09/04,0,0,0,0,1,0,0,1,0,34.551,36.777
867,Akkent,1300000,220,170,9,14,2,1,3,0,2021/09/08,6,0,0,0,0,0,0,1,0,34.552,36.777
868,Akkent,2250000,350,280,14,15,3,2,4,1,2021/07/14,4,0,0,1,1,0,1,1,0,34.553,36.778
869,Akkent,450000,140,120,4,5,2,1,1,1,2021/09/02,6,0,0,0,0,1,0,1,0,34.551,36.779
870,Akkent,1200000,210,165,2,23,2,1,3,0,2021/08/12,4,0,0,0,0,0,0,1,0,34.550,36.779
871,Akkent,699000,165,130,5,7,1,0,2,0,2021/08/20,0,0,0,0,0,0,0,1,0,34.550,36.779
872,Akkent,620000,110,100,9,12,2,1,1,0,2021/09/03,6,0,0,0,1,0,0,1,0,34.550,36.780
873,Akkent,1585000,200,170,12,24,2,2,3,0,2021/09/09,0,0,0,0,0,0,0,1,0,34.550,36.779
874,Akkent,463000,110,90,5,14,2,2,1,0,2021/08/19,3,1,0,0,0,1,1,1,0,34.547,36.780
875,Akkent,520000,120,100,3,13,2,2,1,0,2021/09/01,0,0,0,0,0,0,1,1,0,34.547,36.780
876,Akkent,450000,190,95,1,4,2,1,1,0,2021/09/10,6,0,0,1,0,1,0,1,0,34.548,36.781
877,Akkent,750000,140,125,13,13,2,2,1,0,2021/09/01,0,0,0,1,0,0,1,1,0,34.547,36.782
878,Akkent,665000,180,120,9,9,2,1,1,0,2021/09/04,2,0,0,0,0,1,0,1,0,34.547,36.782
879,Akkent,480000,105,95,1,10,2,1,1,0,2021/09/09,3,0,0,0,0,1,1,1,0,34.549,36.782
880,Akkent,760000,220,175,1,10,2,2,3,0,2021/09/07,2,0,0,1,0,0,0,1,0,34.549,36.783
881,Akkent,930000,190,165,6,10,2,2,2,1,2021/06/22,6,0,0,0,1,0,0,1,0,34.549,36.784
882,Akkent,970000,180,145,7,14,2,1,2,0,2021/09/01,6,0,0,0,0,0,0,1,0,34.549,36.780
883,Akkent,2000000,250,190,5,15,2,2,4,0,2021/09/04,0,0,0,0,0,0,0,1,0,34.550,36.781
884,Akkent,1200000,240,150,5,13,2,2,3,0,2021/09/06,0,0,0,0,0,0,0,1,0,34.549,36.784
885,Akkent,1175000,200,140,11,13,2,1,3,1,2021/06/25,0,0,0,0,0,1,0,1,0,34.550,36.784
886,Akkent,1450000,200,149,12,13,2,1,3,1,2021/08/30,0,0,0,0,0,1,0,1,0,34.550,36.784
887,Akkent,380000,65,55,8,8,1,1,0,0,2021/08/19,1,0,0,,,,,1,0,34.551,36.785
888,Akkent,1150000,240,150,3,14,2,2,3,0,2021/09/01,0,0,0,0,1,0,0,1,0,34.553,36.782
889,Akkent,1399000,220,163,8,20,2,1,4,0,2021/08/28,1,0,0,0,0,1,0,1,0,34.552,36.782
890,Akkent,1150000,200,150,5,12,2,1,3,0,2021/08/26,0,0,0,0,1,0,0,1,0,34.551,36.782
891,Akkent,750000,170,130,3,12,2,1,2,0,2021/08/12,0,0,0,0,0,0,0,1,0,34.551,36.783
892,Akkent,445000,150,130,1,6,2,1,2,0,2021/09/09,6,0,0,0,0,1,0,1,0,34.553,36.780
893,Akkent,259000,120,100,8,8,1,0,2,1,2021/08/28,9,0,0,0,1,0,0,1,0,34.554,36.780
894,Akkent,280000,135,115,6,7,1,0,2,0,2021/09/05,8,0,0,0,1,0,0,1,0,34.554,36.780
895,Akkent,300000,135,115,6,7,1,0,2,0,2021/08/14,9,0,0,0,1,1,0,1,0,34.554,36.780
896,Akkent,264000,120,100,7,7,1,0,2,0,2021/08/01,8,0,0,0,0,1,0,1,0,34.553,36.780
897,Akkent,425000,105,105,3,4,1,1,1,0,2021/09/07,6,0,0,0,0,0,1,1,0,34.557,36.779
898,Akkent,1510000,260,200,20,21,3,1,3,1,2021/09/07,4,0,0,0,0,1,0,0,0,34.556,36.779
899,Akkent,620000,155,140,6,6,2,1,2,0,2021/09/07,6,0,0,0,0,0,0,1,0,34.557,36.777
1000,Akkent,1150000,210,190,11,13,2,2,3,0,2021/09/08,0,0,0,0,0,1,0,1,0,34.551,36.785
1001,Akkent,425000,105,90,3,4,1,1,1,1,2021/09/08,6,0,0,0,0,0,1,1,0,34.557,36.778
1002,Akkent,800000,220,165,0,15,2,2,3,1,2021/09/10,4,0,0,1,1,0,1,1,0,34.557,36.778
1003,Akkent,345000,95,70,7,7,1,0,1,0,2021/09/04,2,0,0,1,1,0,0,1,0,34.557,36.777
1004,Akkent,527000,135,120,4,6,1,1,2,0,2021/08/25,7,0,0,0,0,1,1,1,0,34.558,36.767
900,Barbaros,650000,175,160,7,12,1,1,2,0,2021/08/30,9,0,0,1,0,1,0,1,0,34.572,36.775
901,Barbaros,1650000,480,350,7,8,3,1,4,0,2021/09/10,7,0,0,0,0,0,0,0,0,34.573,36.775
902,Barbaros,1950000,285,240,7,15,2,1,3,0,2021/09/02,8,0,0,0,1,0,0,0,0,34.574,36.775
903,Barbaros,590000,160,135,6,10,2,0,1,1,2021/08/14,9,0,0,1,1,0,0,0,0,34.573,36.775
904,Barbaros,676000,170,160,6,9,1,1,2,0,2021/09/10,8,0,0,0,0,1,0,1,0,34.573,36.776
905,Barbaros,590000,175,160,8,12,1,0,2,0,2021/08/30,10,0,0,0,0,1,1,0,0,34.572,36.776
906,Barbaros,297500,120,100,2,4,1,0,2,1,2021/08/30,10,0,1,0,1,0,1,1,0,34.574,36.776
907,Barbaros,180000,55,40,0,2,1,1,0,1,2021/09/01,0,1,1,1,0,0,1,1,0,34.576,36.775
908,Barbaros,3200000,330,260,3,19,2,1,4,0,2021/08/27,8,0,0,0,0,1,0,0,0,34.577,36.776
909,Barbaros,3250000,250,210,3,15,2,1,3,0,2021/08/16,9,0,0,0,0,1,0,0,0,34.576,36.776
910,Barbaros,3500000,240,180,9,18,2,1,3,0,2021/09/08,9,0,0,0,0,1,0,0,0,34.576,36.776
911,Barbaros,720000,250,220,3,14,2,1,3,1,2021/09/09,7,0,0,0,0,1,0,1,0,34.573,36.777
912,Barbaros,400000,200,200,4,4,1,0,2,1,2021/07/31,9,0,1,0,0,0,1,1,0,34.573,36.777
913,Barbaros,400000,200,148,5,5,1,0,2,1,2021/09/07,6,0,0,1,0,0,0,1,0,34.572,36.777
914,Barbaros,565000,200,185,11,11,2,1,2,0,2021/09/03,8,0,0,0,1,0,0,0,0,34.575,36.777
915,Barbaros,280000,135,120,4,4,1,0,2,1,2021/08/17,10,0,1,1,0,1,0,1,0,34.575,36.777
916,Barbaros,620000,220,180,3,12,1,1,3,0,2021/09/04,8,0,0,0,0,1,0,1,0,34.574,36.778
917,Barbaros,580000,190,189,2,9,1,0,2,1,2021/09/10,7,0,0,0,0,1,0,1,0,34.574,36.778
918,Barbaros,1050000,320,265,5,10,2,1,4,0,2021/09/09,7,0,0,0,0,0,0,1,0,34.574,36.778
919,Barbaros,625000,220,180,3,12,1,1,3,0,2021/09/10,9,0,0,0,0,1,0,1,0,34.575,36.778
920,Barbaros,420000,140,125,3,7,1,1,2,1,2021/08/16,11,0,0,0,0,0,1,1,0,34.575,36.777
921,Barbaros,740000,210,209,6,10,1,0,2,0,2021/09/10,7,0,0,0,0,0,0,1,0,34.575,36.777
922,Barbaros,180000,60,50,0,2,1,1,0,1,2021/09/11,0,0,1,1,1,0,0,1,0,34.576,36.777
923,Barbaros,650000,180,160,10,12,1,0,2,0,2021/08/19,8,0,0,0,0,1,0,1,0,34.575,36.778
924,Barbaros,588000,230,160,8,12,1,1,3,1,2021/08/29,7,0,0,0,0,1,0,0,0,34.576,36.778
925,Barbaros,460000,160,150,2,4,1,0,2,1,2021/08/18,8,0,1,0,0,1,0,1,0,34.575,36.779
926,Barbaros,285000,160,145,3,3,1,0,2,1,2021/08/16,8,0,1,0,0,0,1,1,0,34.576,36.779
927,Barbaros,580000,175,174,1,8,2,0,2,0,2021/09/10,6,0,0,0,1,0,0,1,0,34.575,36.779
928,Barbaros,970000,210,209,10,15,2,1,3,0,2021/08/14,6,0,0,0,0,1,0,1,0,34.575,36.779
929,Barbaros,699000,210,149,10,11,2,1,3,1,2021/09/03,7,0,0,0,1,0,0,0,0,34.576,36.780
930,Barbaros,620000,245,220,3,12,1,1,3,1,2021/09/04,7,0,0,0,0,1,0,1,0,34.575,36.780
931,Barbaros,680000,250,220,1,8,2,1,3,0,2021/09/03,6,0,0,0,1,0,0,1,0,34.575,36.779
932,Barbaros,820000,240,239,5,8,2,1,3,0,2021/09/05,6,0,0,0,0,0,0,1,0,34.574,36.779
933,Barbaros,300000,105,88,2,2,1,1,1,1,2021/08/17,0,0,1,0,0,0,1,1,0,34.574,36.779
934,Barbaros,310000,90,80,2,2,1,1,1,1,2021/09/11,0,0,1,1,0,0,0,1,0,34.575,36.778
935,Barbaros,570000,220,220,7,12,1,1,2,1,2021/08/13,8,0,0,0,1,0,0,0,0,34.573,36.778
936,Barbaros,625000,220,180,3,12,1,1,3,1,2021/09/08,8,0,0,,0,,,1,0,34.573,36.779
937,Barbaros,240000,55,50,1,3,1,1,0,1,2021/08/23,3,0,1,,,,,1,0,34.573,36.777
938,Barbaros,395,160,135,4,4,1,0,2,1,2021/08/17,9,0,1,1,0,0,0,1,0,34.572,36.778
939,Barbaros,285,100,80,2,4,1,1,1,1,2021/09/07,4,0,1,1,0,0,0,1,0,34.571,36.779
940,Barbaros,410000,170,150,7,7,1,1,2,0,2021/09/01,8,0,0,0,1,0,0,1,0,34.571,36.780
941,Barbaros,500000,190,170,9,9,1,0,2,1,2021/06/28,8,0,0,0,0,0,1,1,0,34.570,36.780
942,Barbaros,750000,230,210,3,6,2,1,3,1,2021/08/10,6,0,0,0,0,1,0,1,0,34.571,36.782
943,Barbaros,700000,220,180,14,14,2,1,3,0,2021/08/16,7,0,0,0,1,0,0,1,0,34.572,36.781
944,Barbaros,750000,190,180,6,10,1,0,2,0,2021/08/18,8,0,0,0,0,0,0,1,0,34.572,36.781
945,Barbaros,310000,110,80,2,2,1,0,1,1,2021/08/16,0,0,1,0,0,0,1,1,0,34.571,36.782
946,Barbaros,310000,100,95,2,4,1,0,1,1,2021/08/13,0,0,1,0,0,0,1,1,0,34.573,36.782
947,Barbaros,550000,170,145,6,6,2,1,1,0,2021/09/01,6,0,0,0,1,0,0,1,0,34.570,36.782
948,Barbaros,195000,65,60,3,3,1,0,0,1,2021/08/25,4,0,1,0,1,0,1,1,0,34.573,36.783
949,Barbaros,700000,200,170,7,15,2,1,2,0,2021/09/03,8,0,0,0,0,1,0,1,0,34.574,36.783
950,Barbaros,200000,65,55,1,2,1,0,0,1,2021/08/16,0,0,1,1,0,0,1,1,0,34.573,36.782
951,Barbaros,750000,200,180,6,10,1,1,2,1,2021/09/03,6,0,0,0,0,0,0,1,0,34.573,36.782
952,Barbaros,310000,110,80,2,2,1,0,1,1,2021/08/16,0,0,1,0,0,0,1,1,0,34.573,36.781
953,Barbaros,740000,180,140,6,10,1,0,2,0,2021/09/03,7,0,0,0,0,0,0,1,0,34.575,36.781
954,Barbaros,339000,145,115,0,3,2,1,2,1,2021/09/10,6,0,1,1,0,0,0,1,0,34.575,36.781
955,Barbaros,240000,130,100,0,3,1,0,2,1,2021/09/02,9,0,1,1,0,0,1,1,0,34.576,36.781
956,Barbaros,310000,95,85,2,2,1,1,1,1,2021/08/31,0,0,1,1,0,1,0,1,0,34.575,36.783
957,Barbaros,235000,60,55,2,3,1,0,0,1,2021/09/01,3,0,1,0,1,0,1,1,0,34.575,36.782
958,Barbaros,294000,135,130,3,4,1,0,2,1,2021/08/14,9,0,1,0,1,0,0,1,0,34.576,36.782
959,Barbaros,625000,200,165,12,12,1,1,3,0,2021/08/28,8,0,0,0,0,1,0,1,0,34.576,36.782
960,Barbaros,355000,100,80,1,2,1,0,1,1,2021/09/02,6,0,1,0,1,1,0,1,0,34.576,36.782
961,Barbaros,437000,140,130,2,2,1,1,2,1,2021/08/18,4,0,1,0,1,0,1,1,0,34.576,36.782
962,Barbaros,525000,190,130,2,2,1,0,2,1,2021/09/08,6,0,1,1,0,1,0,1,0,34.576,36.781
963,Barbaros,265000,80,75,0,3,1,1,1,1,2021/09/03,6,0,1,1,1,0,0,1,0,34.576,36.781
964,Barbaros,305000,100,100,0,3,2,0,1,1,2021/08/13,4,0,1,0,0,0,1,1,0,34.577,36.781
965,Barbaros,245000,55,50,1,3,1,1,0,1,2021/09/06,3,0,1,1,1,0,1,1,0,34.577,36.782
966,Barbaros,300000,135,120,3,4,1,1,1,1,2021/09/01,11,0,1,0,0,1,1,1,0,34.575,36.785
967,Barbaros,177000,60,55,0,3,1,0,0,1,2021/08/20,6,0,1,0,1,1,0,1,0,34.576,36.783
968,Barbaros,187000,60,55,3,3,1,0,0,1,2021/08/20,6,0,1,0,1,1,0,1,1,34.575,36.783
969,Barbaros,450000,110,100,2,5,1,1,1,1,2021/09/07,4,0,0,0,1,0,1,1,0,34.581,36.785
970,Barbaros,799000,145,137,2,8,2,1,2,0,2021/09/07,6,0,0,0,1,0,0,1,0,34.581,36.785
971,Barbaros,544000,170,149,1,7,2,0,2,1,2021/09/10,6,0,0,,,,,,,34.580,36.785
972,Barbaros,570000,180,150,1,11,2,1,2,0,2021/09/02,7,0,0,0,1,0,0,1,0,34.578,36.785
973,Barbaros,430000,155,140,5,13,1,0,2,0,2021/08/16,9,0,0,0,0,1,0,1,0,34.578,36.785
974,Barbaros,685000,240,200,5,6,1,1,2,0,2021/09/04,6,0,0,0,0,0,0,1,0,34.577,36.784
975,Barbaros,844000,210,145,2,11,2,1,2,0,2021/09/11,7,0,0,0,0,1,0,1,0,34.577,36.784
976,Barbaros,835000,240,190,5,8,2,1,3,0,2021/09/07,7,0,0,0,0,0,0,1,0,34.577,36.784
977,Barbaros,790000,180,140,6,15,2,1,2,0,2021/09/07,0,0,0,0,0,1,0,1,0,34.577,36.784
978,Barbaros,463,165,155,13,14,1,0,2,1,2021/08/19,7,0,0,0,0,0,0,1,0,34.577,36.784
979,Egricam,520000,165,140,9,9,1,0,2,1,2021/09/09,6,0,0,0,0,0,1,1,0,34.569,36.780
980,Egricam,539500,220,180,10,10,2,1,3,0,2021/08/31,7,0,0,0,1,0,0,1,0,34.569,36.779
981,Egricam,260000,70,65,1,3,1,1,0,1,2021/08/26,3,0,1,1,0,1,0,1,0,34.567,36.776
982,Egricam,350000,220,200,3,3,1,0,2,1,2021/09/01,9,0,1,1,0,0,0,1,0,34.568,36.775
983,Egricam,1100000,210,170,10,13,2,1,3,0,2021/08/30,6,0,0,,,,,,0,34.567,36.774
984,Egricam,1350000,255,230,1,9,1,0,3,1,2021/09/06,9,0,0,0,0,1,0,0,0,34.567,36.774
985,Egricam,525000,200,199,5,12,1,0,2,0,2021/08/17,8,0,0,0,1,0,0,1,0,34.570,36.776
986,Egricam,530000,185,150,8,12,1,0,2,1,2021/08/25,8,0,0,0,0,1,0,1,0,34.570,36.775
987,Egricam,678000,180,160,6,9,1,1,2,0,2021/09/01,7,0,0,0,0,0,0,1,0,34.571,36.774
988,Egricam,1850000,275,250,10,14,2,1,3,0,2021/09/04,7,0,0,0,1,0,0,0,0,34.570,36.773
989,Egricam,1800000,230,195,3,10,1,1,2,0,2021/08/28,8,0,0,0,0,1,0,0,0,34.569,36.773
990,Egricam,1850000,280,200,10,12,2,1,3,0,2021/08/14,7,0,0,0,0,1,0,0,0,34.571,36.773
991,Egricam,349000,180,165,6,6,1,0,2,0,2021/08/18,9,0,0,0,1,0,0,1,0,34.566,36.775
992,Egricam,445000,120,119,4,4,2,0,1,1,2021/08/26,1,0,0,0,0,1,1,1,0,34.566,36.774
993,Egricam,2775000,250,230,15,17,2,1,4,0,2021/08/07,9,0,0,0,0,1,0,0,0,34.567,36.773
994,Egricam,565000,200,199,5,12,1,0,2,0,2021/08/27,8,0,0,0,1,0,0,1,0,34.566,36.773
995,Egricam,3500000,280,250,4,20,4,2,3,0,2021/08/14,6,0,0,0,0,1,0,0,0,34.567,36.772
996,Egricam,2500000,250,215,5,9,2,1,3,1,2021/09/03,9,0,0,0,0,1,0,0,0,34.566,36.772
997,Egricam,625000,140,120,2,10,1,0,2,0,2021/09/01,9,0,0,0,0,1,0,1,0,34.564,36.773
998,Egricam,3100000,245,200,15,15,2,1,2,0,2021/09/02,9,0,0,0,1,0,0,0,0,34.566,36.772
999,Egricam,2500000,230,200,13,17,2,1,3,0,2021/08/26,7,0,0,0,0,1,0,0,0,34.564,36.771
1051,Egricam,1350000,175,140,3,7,1,0,2,1,2021/09/10,8,0,0,1,0,1,0,0,0,34.563,36.770
1052,Egricam,425000,149,135,1,10,1,1,2,0,2021/09/11,8,0,0,1,0,0,0,1,0,34.563,36.771
1053,Egricam,650000,170,130,4,4,2,0,2,1,2021/09/02,6,0,0,0,1,1,0,0,0,34.563,36.772
1,cumhuriyet,238000,130,120,1,5,1,0,2,1,2021/07/07,10,0,1,0,1,0,1,1,0,34.606,36.790
2,guvenevler,550000,170,130,10,10,2,1,2,1,2021/07/06,8,0,0,1,0,0,0,1,0,34.586,36.784
3,pirireis,184000,130,120,3,6,1,1,2,1,2021/07/05,10,0,0,1,1,1,0,1,1,34.612,36.788
4,ciftlikkoy,700000,192,142,3,13,2,2,1,0,2021/07/03,0,0,0,1,1,0,0,1,0,34.543,36.782
5,ciftlikkoy,468000,170,155,2,7,1,1,2,0,2021/07/02,6,0,0,0,1,0,0,1,0,34.534,36.778
6,barbaros,330000,110,90,0,3,1,0,1,1,2021/06/30,4,0,1,0,1,0,1,1,0,34.575,36.781
7,mentes,1250000,280,240,6,15,3,1,3,0,2021/06/22,6,0,0,0,0,1,0,1,0,34.574,36.790
8,akkent,1050000,230,160,2,15,2,1,3,0,2021/07/09,6,0,0,0,1,0,0,1,0,34.548,36.779
9,bahcelievler,350000,110,90,2,3,1,1,1,1,2021/07/09,0,0,0,0,0,0,0,1,0,34.595,36.790
10,limonluk,990000,250,220,2,15,2,1,3,0,2021/07/09,6,0,0,0,1,0,0,1,0,34.597,36.801
11,bahcelievler,245000,120,100,0,4,1,1,1,1,2021/07/09,6,0,0,1,0,1,1,1,0,34.594,36.795
12,aydinlikevler,280000,120,110,2,3,1,0,2,1,2021/07/09,11,0,1,1,0,0,0,1,0,34.587,36.782
13,mentes,630000,170,140,2,6,2,1,2,0,2021/07/09,0,0,0,0,0,0,0,1,0,34.579,36.787
14,pirireis,205000,135,110,2,4,1,0,2,1,2021/07/09,10,0,1,0,1,1,0,1,1,34.610,36.787
15,ciftlikkoy,579000,190,145,7,10,2,1,2,0,2021/07/09,6,0,0,0,0,1,0,1,0,34.542,36.774
16,egricam,3050000,500,400,11,11,2,1,5,0,2021/07/09,7,0,0,1,0,0,0,1,0,34.564,36.770
17,hurriyet,358000,130,103,2,5,1,0,1,0,2021/07/09,6,0,0,1,0,0,0,1,0,34.605,36.793
18,hurriyet,438000,185,150,3,4,2,1,2,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.603,36.792
19,fuatmorel,1550000,220,190,13,16,2,2,3,0,2021/07/08,2,0,0,0,1,0,0,1,0,34.582,36.813
20,ciftlikkoy,230000,65,60,1,7,1,0,0,1,2021/07/08,6,0,0,1,0,1,1,1,0,34.542,36.771
21,50yil,699000,220,180,4,12,2,1,3,0,2021/07/08,6,0,0,0,0,0,0,1,0,34.569,36.798
22,cumhuriyet,520000,130,110,2,15,2,1,1,0,2021/07/08,0,0,0,0,0,1,0,1,0,34.602,36.789
23,ciftlikkoy,340000,120,110,8,9,1,0,1,1,2021/07/08,4,0,0,0,0,1,1,1,0,34.546,36.770
24,gazi,275000,110,90,3,7,1,1,2,1,2021/07/08,8,0,0,1,0,1,0,1,0,34.604,36.783
25,ciftlikkoy,365000,100,80,4,8,1,1,1,1,2021/07/08,6,0,0,0,1,0,0,1,0,34.545,36.773
26,batikent,825000,200,185,8,13,2,1,3,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.559,36.782
27,mentes,550000,180,150,1,10,2,1,2,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.573,36.787
28,barbaros,450000,150,140,5,10,1,0,2,0,2021/07/08,8,0,0,1,0,0,0,1,0,34.575,36.784
29,hurriyet,220000,60,55,4,4,1,1,0,1,2021/07/08,3,0,0,0,1,0,1,1,1,34.597,36.792
30,guvenevler,355000,150,130,1,10,1,0,2,0,2021/07/08,8,0,0,0,1,0,0,1,0,34.589,36.791
31,aydinlikevler,250000,125,105,0,3,1,0,1,1,2021/07/08,7,1,1,0,1,0,0,1,0,34.582,36.780
32,batikent,700000,170,140,2,11,2,2,2,0,2021/07/08,0,0,0,0,0,1,0,1,0,34.556,36.780
33,barbaros,880000,220,190,5,8,2,1,3,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.571,36.786
34,akkent,338000,85,70,7,7,1,0,1,0,2021/07/08,2,0,0,0,0,1,0,1,0,34.558,36.777
35,mentes,315000,95,90,1,3,1,0,1,1,2021/07/08,1,0,0,1,1,0,0,1,0,34.573,36.786
36,mentes,450000,220,180,10,10,2,1,2,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.571,36.790
37,dumlupinar,160000,50,45,1,4,1,0,0,1,2021/07/08,3,0,0,1,0,1,1,1,0,34.584,36.779
38,hurriyet,310000,95,88,2,4,1,1,1,1,2021/07/08,2,0,0,1,0,1,0,1,0,34.601,36.792
39,50yil,799000,198,150,7,10,2,1,2,0,2021/07/08,0,0,0,0,1,0,0,1,0,34.563,36.806
40,ciftlikkoy,220000,60,50,2,13,1,0,0,0,2021/07/08,0,0,0,1,1,1,0,1,0,34.538,36.774
41,batikent,700000,125,115,3,8,2,1,1,1,2021/07/08,0,0,0,0,0,1,0,1,0,34.554,36.784
42,aydinlikevler,250000,155,130,1,6,1,0,2,1,2021/07/08,8,0,1,1,0,1,0,1,0,34.579,36.780
43,gazi,295000,185,140,3,4,1,0,2,1,2021/07/08,9,0,0,0,0,1,0,1,0,34.601,36.784
44,pirireis,875000,200,180,7,7,1,1,2,1,2021/07/08,11,0,0,0,0,1,0,0,0,34.611,36.783
45,fuatmorel,940000,185,140,8,15,2,1,2,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.562,36.815
46,50yil,748000,200,180,3,12,2,1,2,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.572,36.804
47,guvenevler,550000,170,130,10,10,2,1,2,1,2021/07/08,7,0,0,0,0,1,0,1,0,34.592,36.789
48,guvenevler,750000,280,240,2,11,2,1,3,1,2021/07/08,8,0,0,0,0,0,0,1,0,34.593,36.788
49,dumlupinar,395000,190,150,2,5,1,0,2,1,2021/07/08,9,0,1,0,0,1,0,1,0,34.583,36.778
50,guvenevler,375000,170,150,3,8,1,0,2,1,2021/07/08,9,0,0,0,0,1,1,1,0,34.593,36.783
51,akkent,325000,170,150,1,10,1,0,2,0,2021/07/08,8,0,0,1,0,1,0,1,0,34.556,36.768
52,50yil,2100000,310,260,10,20,2,2,4,0,2021/07/08,6,0,0,0,1,0,0,1,0,34.580,36.795
53,50yil,800000,150,120,6,10,2,1,2,0,2021/07/08,0,0,0,0,0,0,0,1,0,34.570,36.802
54,barbaros,1390000,180,150,3,8,2,1,2,1,2021/07/08,10,0,0,0,1,0,0,0,0,34.573,36.774
55,ciftlikkoy,159000,60,50,0,3,1,0,0,1,2021/07/08,6,1,1,1,0,1,1,1,0,34.538,36.780
56,limonluk,930000,200,185,4,14,2,1,3,0,2021/07/09,7,0,0,0,1,0,0,1,0,34.591,36.802
