id,mahalle,fiyat,brut,net,kat,bina_kat,banyo_sayi,isitma,oda_sayisi,site_ici,tarih,bina_yasi,balkon,asansor,cephe_K,cephe_B,cephe_D,cephe_G,deniz_man,nizam,longitude,latitude
57,cumhuriyet,629000,200,170,3,12,1,0,2,1,2021/07/08,8,0,0,1,1,0,1,1,0,34.602,36.789
58,ciftlikkoy,315000,90,75,5,8,1,1,1,1,2021/07/08,0,0,0,0,0,1,1,1,0,34.535,36.774
59,pirireis,335000,180,150,4,4,2,1,3,1,2021/07/08,8,0,1,1,1,0,1,1,0,34.612,36.787
60,palmiye,390000,160,140,2,5,1,1,2,1,2021/07/08,8,0,1,1,1,0,1,0,0,34.607,36.782
61,hurriyet,350000,170,140,3,3,1,0,2,1,2021/07/08,6,0,1,1,0,1,0,1,0,34.598,36.790
62,hurriyet,260000,135,125,1,4,2,0,2,1,2021/07/08,11,0,1,0,1,1,1,1,0,34.599,36.791
63,batikent,850000,190,180,3,12,2,1,2,0,2021/07/10,6,0,0,1,1,0,1,1,0,34.557,36.785
64,batikent,700000,180,170,6,11,2,1,2,0,2021/07/10,6,0,0,1,1,0,1,1,0,34.561,36.786
65,limonluk,850000,230,170,14,14,2,0,3,0,2021/07/13,6,0,0,1,0,1,1,1,0,34.598,36.800
66,limonluk,700000,180,149,5,7,2,1,2,1,2021/07/13,7,0,0,1,1,0,1,1,0,34.592,36.799
67,50yil,1450000,180,150,10,12,2,2,2,0,2021/07/13,4,0,0,1,1,0,1,1,0,34.575,36.801
68,50yil,1500000,230,170,1,13,2,2,3,0,2021/07/13,6,0,0,1,1,0,1,1,0,34.572,36.802
69,50yil,1200000,240,210,8,11,2,2,3,0,2021/07/13,6,0,0,1,1,0,1,1,0,34.571,36.798
70,fuatmorel,1350000,275,165,14,14,2,1,2,0,2021/07/13,6,0,0,1,0,1,1,1,0,34.575,36.810
71,50yil,730000,150,130,3,12,2,1,2,0,2021/07/13,0,0,0,1,1,1,1,1,0,34.566,36.803
72,50yil,1100000,220,160,7,13,2,2,3,0,2021/07/13,0,0,0,1,1,1,1,1,0,34.575,36.799
73,limonluk,575000,175,149,2,8,2,1,2,0,2021/07/13,6,0,0,1,1,1,0,1,0,34.590,36.798
74,fuatmorel,1650000,260,200,6,14,2,1,3,0,2021/07/13,6,0,0,1,0,1,1,1,0,34.580,36.808
75,50yil,800000,170,150,6,10,2,2,2,1,2021/07/13,0,0,0,1,1,1,1,1,0,34.571,36.805
76,50yil,1050000,220,190,6,11,2,1,3,0,2021/07/13,4,0,0,1,1,0,1,1,0,34.569,36.807
77,50yil,815000,160,130,2,8,2,1,2,0,2021/07/13,1,0,0,1,1,0,1,1,0,34.571,36.799
78,limonluk,1350000,300,250,6,7,2,1,4,0,2021/07/13,6,0,0,1,0,1,1,1,0,34.584,36.796
79,50yil,799000,200,148,6,6,2,2,2,0,2021/07/13,0,0,0,1,1,0,1,1,0,34.569,36.803
80,50yil,1340000,210,180,6,13,2,2,3,0,2021/07/13,0,0,0,1,0,1,1,0,0,34.563,36.799
81,50yil,750000,200,142,7,8,2,1,2,1,2021/07/13,0,0,0,1,1,1,1,1,0,34.577,36.804
82,fuatmorel,1370000,220,170,5,11,2,1,3,0,2021/07/13,0,0,0,1,0,1,1,1,0,34.583,36.810
83,limonluk,475000,120,110,1,10,2,1,1,0,2021/07/13,4,0,0,0,1,0,1,1,0,34.588,36.802
84,50yil,555000,140,115,2,4,2,1,2,0,2021/07/13,0,0,0,1,1,1,0,1,0,34.562,36.801
85,limonluk,760000,205,196,3,12,2,1,2,0,2021/07/13,6,0,0,1,0,1,1,1,0,34.582,36.796
86,50yil,750000,150,135,5,6,2,1,2,1,2021/07/13,1,0,0,1,1,0,1,1,0,34.573,36.796
87,ciftlikkoy,265000,80,65,4,8,1,0,0,1,2021/08/25,6,1,1,0,0,1,1,1,0,34.538,36.772
88,batikent,799000,220,150,6,8,2,1,2,1,2021/08/25,5,1,1,1,1,0,1,1,0,34.556,36.782
89,egricam,1950000,260,230,10,12,2,1,3,0,2020/08/25,7,0,0,0,0,1,0,0,0,34.570,36.773
90,akkent,349000,60,50,3,7,1,1,0,0,2021/08/25,0,0,0,1,1,0,0,1,0,34.549,36.783
91,batikent,158000,90,70,0,3,1,0,1,1,2021/08/25,4,0,1,0,0,1,1,1,0,34.560,36.783
92,batikent,520000,135,100,4,8,2,1,1,1,2021/08/25,1,0,0,0,1,0,0,1,0,34.553,36.782
93,akkent,690000,195,170,2,18,2,1,2,1,2021/08/25,6,0,0,0,0,1,0,1,0,34.559,36.770
94,akkent,370000,155,130,3,9,1,0,2,0,2021/08/25,6,0,0,0,0,1,1,1,0,34.557,36.770
95,akkent,410000,200,105,1,4,1,1,1,0,2021/08/26,5,0,0,1,0,0,0,0,0,34.557,36.767
96,akkent,527000,135,120,4,6,1,1,2,0,2021/08/26,7,0,0,0,0,1,1,1,0,34.559,36.768
97,mentes,1400000,220,185,6,14,2,2,3,0,2021/08/14,6,0,0,0,1,0,0,1,0,34.574,36.788
98,mentes,320000,190,165,2,3,1,0,2,1,2021/08/04,9,0,0,1,0,0,0,1,0,34.573,36.787
99,mentes,275000,65,64,2,3,1,1,0,1,2021/08/05,2,0,0,0,1,0,1,1,0,34.573,36.788
100,mentes,825000,165,147,2,8,2,1,2,0,2021/08/23,2,0,0,0,0,1,0,1,0,34.572,36.787
101,mentes,855000,210,170,9,9,2,1,3,0,2021/08/14,6,0,0,0,1,0,0,1,0,34.572,36.786
102,mentes,650000,120,105,6,8,2,1,1,1,2021/07/28,0,0,0,0,1,0,0,1,0,34.572,36.787
103,mentes,665000,160,140,1,7,2,1,2,0,2021/08/17,3,0,0,0,1,0,0,1,0,34.573,36.789
104,mentes,950000,190,145,8,12,2,1,2,0,2021/08/10,0,0,0,0,1,0,0,1,0,34.574,36.789
105,mentes,1250000,300,290,2,13,2,1,3,0,2021/07/29,6,0,0,0,0,1,0,1,0,34.572,36.788
106,mentes,465000,180,149,3,6,1,0,2,0,2021/08/09,7,0,0,0,1,0,0,1,0,34.573,36.787
107,mentes,940000,185,160,5,10,2,2,2,0,2021/08/02,0,0,0,0,1,0,0,1,0,34.573,36.786
113,mentes,1500000,285,175,2,12,2,1,4,0,2021/08/12,0,0,0,0,1,0,0,1,0,34.573,36.786
108,mentes,660000,130,105,5,11,2,1,1,1,2021/08/04,0,0,0,0,1,0,0,1,0,34.574,36.786
109,mentes,400000,89,54,4,10,1,0,0,0,2021/08/08,0,0,0,1,0,1,0,1,0,34.574,36.787
110,mentes,680000,230,210,4,10,2,1,3,1,2021/07/29,7,0,0,0,1,0,0,1,0,34.574,36.787
111,mentes,1150000,205,165,11,12,2,1,2,1,2021/07/30,6,0,0,0,0,1,0,1,0,34.574,36.787
112,mentes,505000,170,160,3,6,1,1,2,0,2021/06/09,7,0,0,0,0,1,0,1,0,34.573,36.786
114,mentes,500000,100,85,4,9,1,0,1,0,2021/07/28,0,0,0,0,0,0,0,1,0,34.575,36.786
115,mentes,595000,220,160,1,10,2,1,3,0,2021/08/20,6,0,0,0,1,0,0,1,0,34.575,36.786
116,mentes,650000,220,200,2,2,1,0,2,1,2021/08/26,6,0,1,0,1,1,0,1,1,34.574,36.785
117,mentes,500000,160,140,1,8,2,1,2,0,2021/08/23,6,0,0,0,1,0,0,1,0,34.573,36.785
118,mentes,875000,180,160,4,9,2,1,2,0,2021/08/24,1,0,0,0,1,0,0,1,0,34.570,36.786
119,mentes,545000,185,150,4,10,2,1,2,0,2021/08/12,8,0,0,0,1,0,0,1,0,34.571,36.785
120,mentes,1025000,260,230,12,13,2,1,3,1,2021/07/29,7,0,0,0,1,0,0,0,0,34.571,36.785
121,mentes,780000,170,150,3,5,2,1,2,0,2021/08/11,3,0,0,0,1,0,0,1,0,34.572,36.786
122,mentes,875000,215,190,3,11,2,1,2,0,2021/08/14,6,0,0,0,0,1,0,1,0,34.571,36.785
123,mentes,1070000,210,170,8,13,2,1,2,0,2021/08/17,4,0,0,0,0,1,0,1,0,34.570,36.785
124,mentes,625000,150,140,2,9,1,0,2,1,2021/08/18,7,0,0,0,0,1,0,1,0,34.570,36.784
125,mentes,800000,175,150,1,12,2,1,3,0,2021/08/02,6,0,0,0,1,0,0,1,0,34.570,36.784
126,mentes,650000,180,145,1,12,2,1,2,1,2021/08/26,6,0,0,0,1,0,0,1,0,34.570,36.786
127,mentes,835000,185,150,11,11,2,1,3,0,2021/08/08,6,0,0,0,1,0,0,1,0,34.570,36.787
128,mentes,840000,220,180,10,11,2,2,3,1,2021/05/24,6,0,0,0,0,1,0,1,0,34.569,36.786
129,mentes,528000,198,142,1,8,2,1,2,0,2021/08/12,6,0,0,0,1,0,0,1,0,34.569,36.786
130,mentes,269000,65,55,2,4,1,1,0,1,2021/08/12,4,0,0,0,0,1,1,1,0,34.569,36.785
131,mentes,795000,230,150,1,12,2,1,3,0,2021/08/16,6,0,0,0,1,0,0,1,0,34.568,36.784
132,mentes,700000,200,150,8,10,1,1,2,0,2021/08/24,7,0,0,0,1,0,0,1,0,34.568,36.784
133,mentes,290000,180,150,0,3,1,0,3,1,2021/08/19,9,0,0,0,1,0,0,1,0,34.567,36.785
134,mentes,270000,65,55,2,4,1,1,0,1,2021/08/01,4,0,0,0,1,0,1,1,0,34.567,36.784
135,mentes,745000,195,160,2,13,2,1,2,0,2021/08/06,6,0,0,0,1,1,0,1,0,34.569,36.784
136,mentes,279000,65,65,1,4,1,1,0,1,2021/07/31,1,0,0,1,0,1,1,1,0,34.568,36.783
137,mentes,505000,180,160,5,10,1,1,2,1,2021/08/03,8,0,0,0,1,0,0,1,0,34.569,36.783
138,mentes,250000,110,100,0,5,1,1,1,1,2021/07/29,6,0,0,1,1,1,0,1,1,34.569,36.782
139,mentes,585000,200,160,6,2,3,0,2,1,2021/08/19,6,0,0,0,0,1,0,1,0,34.570,36.782
140,mentes,790000,210,160,7,9,3,1,3,1,2021/08/19,7,0,0,0,0,0,0,1,0,34.576,36.787
141,mentes,780000,190,160,2,7,2,1,2,0,2021/07/28,6,0,0,0,1,0,0,1,0,34.576,36.789
142,mentes,470000,160,140,5,11,1,0,2,0,2021/08/10,7,0,0,0,0,1,0,1,0,34.577,36.789
143,mentes,475000,185,170,4,4,2,1,2,0,2021/08/09,6,0,0,0,0,1,0,1,0,34.576,36.787
144,mentes,550000,220,180,6,8,2,0,3,1,2021/07/30,7,0,0,0,0,1,0,1,0,34.578,36.790
145,mentes,860000,210,170,9,9,2,1,3,0,2021/08/10,6,0,0,0,1,0,0,1,0,34.578,36.787
146,mentes,385000,185,150,2,3,1,1,2,1,2021/08/19,7,0,1,0,1,0,0,1,0,34.579,36.788
147,mentes,950000,180,155,7,10,2,2,2,0,2021/08/25,0,0,0,0,1,0,0,1,0,34.579,36.787
148,mentes,780000,220,165,6,10,2,1,3,0,2021/07/30,6,0,0,0,0,1,0,1,0,34.580,36.787
149,mentes,590000,160,150,8,10,1,1,2,0,2021/08/12,8,0,0,0,1,0,0,1,0,34.578,36.786
150,mentes,625000,220,185,6,6,2,1,2,1,2021/08/19,7,0,0,0,1,0,0,1,0,34.577,36.786
151,mentes,555000,170,140,2,9,2,1,2,0,2021/08/23,7,0,0,0,0,1,0,1,0,34.577,36.786
152,mentes,519000,185,150,4,9,2,0,2,0,2021/08/20,8,0,0,0,1,0,0,1,0,34.581,36.786
153,mentes,450000,80,70,3,4,1,1,1,1,2021/08/21,0,0,0,1,0,1,0,1,0,34.580,36.789
154,mentes,300000,70,50,3,9,1,2,0,0,2021/08/02,0,0,0,1,0,1,0,1,0,34.580,36.789
155,mentes,485000,175,160,7,10,1,0,2,0,2021/07/30,8,0,0,0,0,1,0,1,0,34.581,36.789
156,mentes,695000,200,160,2,8,2,1,2,0,2021/08/11,6,0,0,0,1,0,0,1,0,34.580,36.790
157,mentes,950000,220,180,1,12,2,1,3,1,2021/08/21,7,0,0,0,1,0,0,1,0,34.578,36.790
158,mentes,1000000,210,185,4,12,2,1,3,0,2021/06/19,6,0,0,0,0,1,0,1,0,34.581,36.792
159,mentes,720000,220,200,6,11,2,2,3,0,2021/08/11,6,0,0,0,1,0,0,1,0,34.582,36.791
160,mentes,1000000,180,150,7,7,2,1,2,0,2021/08/09,6,0,0,0,0,1,0,1,0,34.581,36.792
161,mentes,1200000,175,150,6,15,2,1,3,0,2021/08/20,0,0,0,0,1,0,0,1,0,34.581,36.791
162,mentes,875000,240,207,1,11,2,1,3,0,2021/08/02,7,0,0,0,0,1,0,1,0,34.575,36.791
163,mentes,500000,100,75,6,8,1,0,1,0,2021/08/11,0,0,0,0,0,1,0,1,0,34.575,36.790
164,mentes,778000,180,150,2,8,2,1,2,1,2021/07/29,6,0,0,0,1,0,0,1,0,34.575,36.791
165,mentes,660000,140,100,9,11,2,1,1,1,2021/08/18,0,0,0,1,1,1,0,1,1,34.577,36.791
166,mentes,920000,200,160,4,8,2,1,3,0,2021/08/10,1,0,0,1,0,0,0,1,0,34.576,36.792
167,mentes,850000,220,200,4,6,2,1,3,0,2021/08/26,2,0,0,0,0,0,0,1,0,34.575,36.792
168,mentes,680000,190,160,2,9,2,0,3,0,2021/08/18,6,0,0,0,0,0,0,1,0,34.574,36.792
169,mentes,420000,170,145,8,14,1,1,2,1,2021/08/09,8,0,0,0,1,0,0,1,0,34.572,36.791
170,mentes,550000,110,100,7,7,2,1,1,1,2021/08/12,4,0,0,0,1,0,0,1,0,34.571,36.791
171,mentes,650000,200,170,11,15,1,1,2,0,2021/07/28,7,0,0,0,0,1,0,1,0,34.569,36.791
172,mentes,800000,195,130,1,2,1,0,2,1,2021/08/07,10,0,1,0,0,0,0,1,0,34.572,36.790
173,mentes,515000,185,165,4,9,1,0,2,0,2021/08/04,8,0,0,0,1,0,0,1,0,34.571,36.789
174,mentes,750000,175,150,6,12,2,1,2,1,2021/08/15,4,0,0,0,1,0,0,1,0,34.569,36.789
175,mentes,470000,170,140,1,8,2,1,2,1,2021/07/31,6,0,0,0,1,0,1,1,0,34.568,36.789
176,mentes,850000,175,150,3,10,2,1,2,1,2021/08/26,1,0,0,0,0,0,0,1,0,34.566,36.787
177,mentes,669000,195,145,12,13,1,1,2,0,2021/08/27,7,0,0,0,0,1,0,1,0,34.566,36.787
178,mentes,580000,110,90,2,6,2,1,1,1,2021/08/09,3,0,0,0,1,0,0,1,0,34.566,36.786
179,mentes,690000,130,110,5,11,2,1,2,1,2021/07/28,0,0,0,0,1,0,0,1,0,34.567,36.787
180,mentes,880000,160,120,10,15,2,2,2,0,2021/07/30,1,0,0,0,0,1,0,1,0,34.569,36.788
181,mentes,749000,160,140,4,8,2,1,2,0,2021/08/25,0,0,0,0,0,0,0,1,0,34.566,36.788
182,mentes,545000,140,130,2,3,2,1,2,1,2021/07/29,0,0,0,0,1,0,0,1,0,34.570,36.789
183,mentes,1300000,200,180,5,12,2,1,3,0,2021/08/23,0,0,0,0,0,0,0,1,0,34.569,36.790
184,mentes,400000,140,120,1,9,1,1,1,1,2021/08/09,2,0,0,0,1,0,0,1,0,34.568,36.791
185,mentes,1000000,220,150,6,22,2,1,3,1,2021/08/14,2,0,0,0,0,1,0,1,0,34.564,36.790
186,mentes,855000,240,170,6,6,2,1,2,1,2021/08/18,4,0,0,0,0,1,0,1,0,34.564,36.791
187,mentes,380000,90,80,1,5,1,1,1,1,2021/08/09,0,0,0,0,1,0,1,1,0,34.567,36.791
188,mentes,335000,145,120,3,4,1,0,2,0,2021/08/12,8,0,1,0,0,1,0,1,0,34.569,36.793
238,gazi,254000,150,135,3,7,1,0,2,1,2021/09/02,11,0,1,1,0,1,0,1,0,34.604,36.785
214,gazi,275000,110,90,3,7,1,1,2,1,2021/07/08,8,0,0,1,0,1,0,0,0,34.604,36.783
220,gazi,295000,185,140,3,4,1,0,2,1,2021/07/08,9,0,0,0,0,1,0,0,0,34.600,36.784
190,gazi,375000,180,155,3,7,1,1,2,1,2021/08/04,9,0,0,0,0,1,1,1,0,34.603,36.785
191,gazi,295000,110,90,7,7,1,0,1,1,2021/06/20,11,0,0,0,0,1,1,1,0,34.603,36.785
192,gazi,400000,130,120,4,4,1,0,2,1,2021/08/28,10,0,0,0,0,0,1,1,0,34.604,36.784
193,gazi,265000,190,150,7,7,2,1,2,1,2021/08/08,10,0,0,0,,0,0,1,0,34.602,36.783
194,gazi,280000,100,90,0,4,1,0,2,1,2021/08/06,11,0,1,1,1,0,0,1,0,34.601,36.784
195,gazi,210000,140,125,3,3,1,0,2,1,2021/08/06,10,0,1,1,0,0,0,1,0,34.603,36.785
196,gazi,425000,240,200,2,4,2,2,4,1,2021/08/14,10,0,1,1,0,0,0,1,0,34.600,36.783
197,gazi,242000,110,90,0,4,1,0,1,1,2021/08/17,9,0,1,0,0,1,0,1,0,34.601,36.784
198,gazi,750000,300,250,7,7,2,0,4,1,2021/08/06,8,9,0,0,1,1,0,0,0,34.601,36.783
199,gazi,285000,190,145,4,4,2,0,2,1,2021/08/13,8,0,1,0,0,1,0,1,0,34.600,36.783
200,gazi,329000,160,140,1,4,1,1,2,0,2021/08/14,8,0,1,0,0,0,1,1,0,34.601,36.784
201,gazi,175000,120,110,1,8,1,0,1,0,2021/08/21,7,0,0,1,1,0,0,1,0,34.603,36.783
202,gazi,265000,160,150,3,3,1,0,2,1,2021/09/01,9,0,1,1,0,1,1,1,0,34.603,36.783
249,gazi,529000,160,140,4,7,1,0,2,1,2021/08/05,9,0,0,1,1,0,0,1,0,34.603,36.783
203,gazi,193000,120,110,1,7,1,0,2,1,2021/08/12,9,0,1,1,0,1,1,1,0,34.603,36.784
204,gazi,310000,120,110,5,7,1,0,2,1,2021/08/18,11,0,0,1,1,1,1,1,0,34.602,36.783
189,gazi,2350000,245,195,7,7,2,1,3,1,2021/09/02,9,0,0,0,1,0,0,1,0,34.604,36.781
205,gazi,275000,135,110,4,4,1,0,1,1,2021/08/13,11,0,1,1,0,0,0,1,0,34.603,36.782
206,gazi,350000,265,130,4,4,1,0,1,1,2021/08/30,9,0,1,0,1,0,0,1,0,34.603,36.782
207,gazi,265000,170,160,4,4,1,0,2,1,2021/08/19,9,0,1,0,1,0,0,1,0,34.603,36.783
208,gazi,410000,140,110,4,4,1,0,1,1,2021/08/27,10,0,1,0,1,1,0,1,0,34.604,36.782
209,gazi,375000,180,140,3,3,1,0,2,1,2021/08/20,5,0,1,1,1,0,0,1,0,34.604,36.782
210,gazi,315000,130,11,2,4,1,0,2,0,2021/08/27,8,0,0,0,0,0,1,1,0,34.604,36.782
211,gazi,295000,165,150,4,4,1,0,2,1,2021/08/20,9,0,1,0,1,0,1,1,0,34.605,36.781
250,gazi,240000,140,130,3,3,1,0,2,1,2021/09/01,9,0,1,1,1,0,0,1,0,34.606,36.781
212,gazi,350000,150,130,3,3,2,0,2,1,2021/08/26,5,0,1,0,1,0,1,1,0,34.606,36.782
213,gazi,280000,200,170,4,5,1,0,2,1,2021/08/04,9,0,1,0,1,0,0,0,0,34.603,36.782
215,gazi,275000,170,130,3,3,1,0,2,1,2021/09/02,9,0,1,1,0,1,1,1,0,34.603,36.781
215,gazi,1000000,220,200,13,14,2,1,3,1,2021/08/29,8,0,0,0,0,1,0,0,0,34.603,36.784
217,gazi,223000,130,120,2,7,1,0,2,0,2021/08/12,9,0,0,1,0,1,1,1,0,34.603,36.784
216,gazi,318000,140,120,3,4,1,0,2,1,2021/08/12,9,0,1,0,1,1,0,1,1,34.601,36.783
219,gazi,600000,220,180,11,11,2,0,3,1,2021/08/16,11,0,0,0,1,0,0,0,0,34.601,36.784
218,gazi,275000,145,125,3,3,1,0,2,1,2021/09/02,9,0,1,1,0,1,1,1,0,34.602,36.783
226,gazi,1850000,350,350,18,18,3,1,4,1,2021/08/05,8,0,0,0,0,0,0,0,0,34.603,36.781
247,gazi,440000,220,180,8,8,1,0,2,1,2021/08/25,5,0,0,0,0,1,1,0,0,34.601,36.784
227,gazi,310000,120,105,3,4,1,0,2,1,2021/07/07,11,0,1,0,1,0,0,1,0,34.601,36.784
243,gazi,335000,160,140,2,4,1,0,2,1,2021/08/13,9,0,1,1,0,0,0,1,0,34.601,36.784
221,gazi,265000,195,175,7,7,2,1,2,1,2021/08/12,9,0,0,1,0,0,0,1,0,34.600,36.784
222,gazi,290000,240,190,4,4,1,0,2,0,2021/08/09,8,0,1,1,0,0,0,1,0,34.600,36.783
241,gazi,450000,90,70,1,4,1,1,1,1,2021/08/30,3,0,1,1,0,1,0,1,0,34.600,36.783
223,gazi,380000,165,145,1,5,1,1,2,1,2021/09/02,9,0,0,0,0,1,0,1,0,34.602,36.782
224,gazi,395000,165,140,3,3,1,1,2,1,2021/08/30,9,0,1,1,0,0,1,1,0,34.600,36.783
245,gazi,375000,175,140,3,3,1,1,2,1,2021/09/02,8,9,1,0,0,0,1,1,0,34.599,36.784
225,gazi,290000,130,110,5,5,1,1,2,1,2021/08/04,10,0,1,0,1,0,0,1,0,34.599,36.784
242,gazi,259000,140,130,2,6,1,0,2,1,2021/08/26,9,0,1,0,0,0,1,1,0,34.599,36.782
236,gazi,495000,220,200,5,5,1,0,3,1,2021/08/05,8,0,0,0,0,1,1,1,0,34.599,36.781
231,gazi,649000,220,200,1,5,2,2,3,1,2021/09/01,10,0,1,0,0,0,0,1,0,34.599,36.781
233,gazi,320000,180,155,4,4,1,1,2,1,2021/08/18,9,0,1,0,0,1,0,1,0,34.599,36.781
234,gazi,400000,160,130,0,4,1,0,2,1,2021/08/27,10,0,1,1,0,0,0,1,0,34.599,36.782
239,gazi,390000,180,150,3,3,1,1,2,1,2021/08/17,9,0,1,0,0,0,1,1,0,34.599,36.782
235,gazi,295000,180,150,3,3,1,1,2,1,2021/08/27,9,0,1,1,0,0,0,1,0,34.598,36.782
237,gazi,400000,165,140,3,3,1,1,2,1,2021/08/24,10,0,1,0,1,0,0,1,0,34.599,36.782
240,gazi,280000,240,140,5,5,1,0,2,1,2021/08/15,11,0,1,1,0,0,0,1,1,34.598,36.782
228,gazi,255000,160,135,3,4,1,0,2,1,2021/09/02,8,0,1,0,0,1,0,1,1,34.598,36.782
246,gazi,365000,180,155,3,7,1,1,2,1,2021/08/28,9,0,1,0,0,1,1,1,1,34.598,36.783
229,gazi,510000,100,80,3,4,1,1,1,1,2021/09/01,3,0,0,1,0,1,0,1,0,34.598,36.783
244,gazi,240000,110,90,3,5,1,0,1,1,2021/06/12,11,0,1,0,1,1,0,1,0,34.599,36.783
232,gazi,229000,131,130,1,7,1,0,2,1,2021/08/16,9,0,0,1,0,1,0,1,0,34.599,36.782
230,gazi,310000,150,135,1,4,1,0,2,1,2021/08/06,10,0,1,0,0,0,1,1,0,34.599,36.783
251,hurriyet,275000,155,145,3,6,1,0,2,1,2021/08/31,11,0,1,1,1,0,0,1,0,34.602,36.798
252,hurriyet,755000,220,200,3,6,2,1,3,0,2021/08/28,7,0,0,0,1,0,0,1,0,34.601,36.798
253,hurriyet,579000,220,140,7,8,2,1,2,1,2021/08/06,0,0,0,0,0,0,0,1,0,34.600,36.796
254,hurriyet,269000,160,145,7,11,1,0,2,0,2021/08/10,9,0,0,0,1,0,0,1,0,34.602,36.797
255,hurriyet,289000,135,125,6,6,1,1,2,1,2021/08/27,9,0,1,0,1,0,0,1,0,34.602,36.797
256,hurriyet,750000,220,160,1,8,2,1,2,0,2021/08/23,7,0,0,0,1,0,0,1,0,34.601,36.796
257,hurriyet,640000,180,150,1,13,1,2,2,1,2021/08/23,5,0,0,0,0,0,1,1,0,34.603,36.796
258,hurriyet,665000,220,190,4,6,2,2,3,1,2021/08/26,7,0,0,0,0,1,0,1,0,34.603,36.796
259,hurriyet,754000,220,200,3,6,2,1,3,1,2021/09/02,7,0,0,0,1,0,0,1,0,34.603,36.796
260,hurriyet,645000,200,199,6,7,2,1,2,0,2021/08/18,5,0,0,0,0,0,1,1,0,34.602,36.796
261,hurriyet,657000,200,170,4,12,2,1,2,1,2021/08/15,7,0,0,0,0,0,1,1,0,34.602,36.796
262,hurriyet,560000,180,179,3,7,2,1,2,0,2021/08/12,5,0,0,0,0,1,0,1,0,34.603,36.795
263,hurriyet,515000,230,185,2,7,1,1,2,1,2021/09/01,7,0,0,0,0,1,0,1,0,34.603,36.795
265,hurriyet,345000,110,85,3,4,1,0,1,1,2021/08/20,3,0,1,1,1,0,0,1,1,34.605,36.796
264,hurriyet,350000,100,80,1,4,2,1,1,0,2021/08/13,4,0,0,1,0,1,0,1,0,34.602,36.795
266,hurriyet,315000,170,169,2,5,1,0,2,0,2021/08/18,9,0,1,1,0,0,0,1,0,34.602,36.795
267,hurriyet,650000,320,280,3,3,3,2,5,1,2021/05/17,9,0,1,0,0,1,0,1,0,34.606,36.795
268,hurriyet,660000,225,190,15,15,3,1,4,0,2021/08/25,5,0,0,0,0,0,0,1,0,34.604,36.795
269,hurriyet,799000,200,199,2,6,2,1,2,0,2021/08/10,5,0,0,0,1,0,0,1,0,34.603,36.794
270,hurriyet,564000,194,149,7,15,2,1,2,0,2021/08/23,7,0,0,0,1,0,0,0,0,34.604,36.794
271,hurriyet,760000,220,160,1,8,2,1,2,1,2021/08/21,7,0,0,0,1,0,0,1,0,34.604,36.793
272,hurriyet,495000,185,170,9,16,1,1,2,0,2021/09/01,8,0,0,0,0,0,0,1,0,34.604,36.793
273,hurriyet,400000,90,80,0,3,1,1,1,1,2021/08/17,0,0,1,1,0,0,0,1,0,34.604,36.793
274,hurriyet,550000,215,175,10,10,1,2,2,1,2021/08/30,7,0,0,0,1,0,0,1,0,34.605,36.793
275,hurriyet,900000,211,90,1,1,1,0,1,1,2021/08/12,10,0,1,1,0,0,0,1,0,34.605,36.793
276,hurriyet,479000,190,150,1,4,2,0,2,1,2021/08/05,7,0,0,0,1,0,0,1,0,34.604,36.793
277,hurriyet,469000,160,159,5,15,1,0,2,0,2021/08/14,8,0,0,0,1,0,0,1,0,34.604,36.793
278,hurriyet,380000,90,80,2,3,1,0,1,1,2021/08/22,0,0,0,1,0,0,0,1,0,34.603,36.793
279,hurriyet,355000,130,103,2,5,1,1,1,0,2021/08/08,5,0,0,1,0,1,1,1,0,34.603,36.794
280,hurriyet,385000,165,150,0,4,1,0,3,1,2021/08/24,5,0,1,0,1,0,0,1,0,34.603,36.793
281,hurriyet,495000,170,140,11,15,1,0,2,0,2021/06/08,7,0,1,0,1,0,0,1,0,34.604,36.792
282,hurriyet,235000,50,45,1,4,1,0,0,0,2021/08/11,0,0,0,1,0,1,1,1,0,34.603,36.793
284,hurriyet,345000,70,60,4,4,1,0,1,1,2021/08/17,4,0,0,0,0,1,1,1,0,34.602,36.792
285,hurriyet,385000,135,130,3,5,1,0,2,0,2021/08/26,7,0,0,1,1,0,0,1,0,34.603,36.793
286,hurriyet,375000,230,200,12,12,1,1,2,0,2021/08/29,8,0,0,0,1,1,0,1,0,34.602,36.793
287,hurriyet,410000,95,85,3,4,1,1,1,1,2021/08/07,0,0,0,1,0,0,0,1,0,34.602,36.792
288,hurriyet,380000,100,90,3,3,1,0,1,1,2021/08/31,0,0,0,1,0,0,0,1,0,34.602,36.793
289,hurriyet,329000,130,129,2,3,1,0,1,0,2021/08/28,5,0,0,1,0,0,1,1,0,34.602,36.793
290,hurriyet,360000,100,85,2,4,1,1,1,0,2021/08/09,4,0,0,1,0,1,0,1,0,34.603,36.792
291,hurriyet,197000,60,55,0,4,1,0,0,1,2021/08/05,5,0,0,0,0,1,1,1,0,34.604,36.792
292,hurriyet,375000,95,75,2,5,1,1,1,0,2021/08/06,5,0,0,1,0,1,1,1,0,34.603,36.793
293,hurriyet,430000,130,110,2,3,1,1,1,1,2021/08/04,4,0,0,1,1,0,0,1,0,34.601,36.793
